,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,type,rlog_fixed_acidity,rlog_volatile_acidity,rlog_citric_acid,rlog_residual_sugar,rlog_chlorides,rlog_free_sulfur_dioxide,rlog_total_sulfur_dioxide,rlog_density,rlog_pH,rlog_sulphates,rlog_alcohol,quality_class,quality_num_class,type_r2
14,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,5,white,2.2300144001592104,0.35065687161316933,0.4824261492442928,3.0081547935525483,0.03922071315328133,3.7376696182833684,5.153291594497779,0.6932471755602786,1.3812818192963463,0.5128236264286637,2.3702437414678603,medium,1,0
15,6.6,0.17,0.38,1.5,0.032,28.0,112.0,0.9914,3.25,0.55,11.4,7,white,2.028148247292285,0.1570037488096647,0.3220834991691132,0.9162907318741551,0.031498667059371016,3.367295829986474,4.727387818712341,0.6888379089718469,1.4469189829363254,0.4382549309311553,2.517696472610991,high,2,0
16,6.3,0.48,0.04,1.1,0.046,30.0,99.0,0.9928,3.24,0.36,9.6,6,white,1.9878743481543455,0.3920420877760237,0.03922071315328133,0.7419373447293773,0.044973365642731196,3.4339872044851463,4.605170185988092,0.6895406849658335,1.4445632692438664,0.30748469974796055,2.3608540011180215,medium,1,0
17,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,1.9740810260220096,0.506817602368452,0.3920420877760237,0.7884573603642703,0.028587456851912472,3.4011973816621555,4.330733340286331,0.6877325478584464,1.4655675420143985,0.32930374714260047,2.624668592163159,high,2,0
18,7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,6,white,2.128231705849268,0.29266961396282004,0.35065687161316933,0.7419373447293773,0.03246719013750141,2.8903717578961645,5.147494476813453,0.6889885454110863,1.415853163361435,0.4252677354043441,2.509599262378372,medium,1,0
19,6.5,0.31,0.14,7.5,0.044,34.0,133.0,0.9955,3.22,0.5,9.5,5,white,2.0149030205422647,0.2700271372130602,0.1310282624064042,2.1400661634962708,0.04305948946044701,3.5553480614894135,4.897839799950911,0.6908946455066516,1.4398351280479207,0.4054651081081644,2.3513752571634776,medium,1,0
20,6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,8,white,1.9740810260220096,0.506817602368452,0.3920420877760237,0.7884573603642703,0.028587456851912472,3.4011973816621555,4.330733340286331,0.6877325478584464,1.4655675420143985,0.32930374714260047,2.624668592163159,high,2,0
21,6.4,0.31,0.38,2.9,0.038,19.0,102.0,0.9912,3.17,0.35,11.0,7,white,2.0014800002101243,0.2700271372130602,0.3220834991691132,1.3609765531356006,0.03729578474369693,2.995732273553991,4.634728988229636,0.6887374720712452,1.4279160358107101,0.30010459245033816,2.4849066497880004,high,2,0
22,6.8,0.26,0.42,1.7,0.049,41.0,122.0,0.993,3.47,0.48,10.5,8,white,2.0541237336955462,0.23111172096338664,0.35065687161316933,0.9932517730102834,0.04783732941416006,3.7376696182833684,4.812184355372417,0.6896410412306576,1.4973884086254776,0.3920420877760237,2.4423470353692043,high,2,0
23,7.6,0.67,0.14,1.5,0.074,25.0,168.0,0.9937,3.05,0.51,9.3,5,white,2.151762203259462,0.5128236264286637,0.1310282624064042,0.9162907318741551,0.071389996086673,3.258096538021482,5.1298987149230735,0.6899922088666441,1.3987168811184478,0.412109650826833,2.33214389523559,medium,1,0
24,6.6,0.27,0.41,1.3,0.052,16.0,142.0,0.9951,3.42,0.47,10.0,6,white,2.028148247292285,0.23901690047049992,0.34358970439007686,0.8329091229351039,0.050693114315518165,2.833213344056216,4.962844630259907,0.6906941743988784,1.4861396960896067,0.3852624007906449,2.3978952727983707,medium,1,0
25,7.0,0.25,0.32,9.0,0.046,56.0,245.0,0.9955,3.25,0.5,10.4,6,white,2.0794415416798357,0.22314355131420976,0.27763173659827955,2.302585092994046,0.044973365642731196,4.04305126783455,5.5053315359323625,0.6908946455066516,1.4469189829363254,0.4054651081081644,2.4336133554004498,medium,1,0
26,6.9,0.24,0.35,1.0,0.052,35.0,146.0,0.993,3.45,0.44,10.0,6,white,2.066862759472976,0.2151113796169455,0.30010459245033816,0.6931471805599453,0.050693114315518165,3.58351893845611,4.990432586778736,0.6896410412306576,1.4929040961781488,0.36464311358790924,2.3978952727983707,medium,1,0
27,7.0,0.28,0.39,8.7,0.051,32.0,141.0,0.9961,3.38,0.53,10.5,6,white,2.0794415416798357,0.2468600779315258,0.32930374714260047,2.272125885509337,0.04974209189481401,3.4965075614664802,4.955827057601261,0.6911952768347,1.4770487243883548,0.4252677354043441,2.4423470353692043,medium,1,0
28,7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,6,white,2.128231705849268,0.23901690047049992,0.3920420877760237,0.7419373447293773,0.045928931888399735,2.8903717578961645,4.890349128221754,0.6888379089718469,1.4327007339340463,0.3987761199573678,2.533696813957432,medium,1,0
29,7.2,0.32,0.36,2.0,0.033,37.0,114.0,0.9906,3.1,0.71,12.3,7,white,2.1041341542702074,0.27763173659827955,0.30748469974796055,1.0986122886681098,0.03246719013750141,3.6375861597263857,4.74493212836325,0.6884361008298262,1.410986973710262,0.5364933705145685,2.5877640352277083,high,2,0
30,8.5,0.24,0.39,10.4,0.044,20.0,142.0,0.9974,3.2,0.53,10.0,6,white,2.2512917986064953,0.2151113796169455,0.32930374714260047,2.4336133554004498,0.04305948946044701,3.044522437723423,4.962844630259907,0.6918463348268972,1.4350845252893227,0.4252677354043441,2.3978952727983707,medium,1,0
31,8.3,0.14,0.34,1.1,0.042,7.0,47.0,0.9934,3.47,0.4,10.2,6,white,2.2300144001592104,0.1310282624064042,0.29266961396282004,0.7419373447293773,0.04114194333117521,2.0794415416798357,3.871201010907891,0.6898417235512188,1.4973884086254776,0.3364722366212129,2.4159137783010487,medium,1,0
32,7.4,0.25,0.36,2.05,0.05,31.0,100.0,0.992,3.19,0.44,10.8,6,white,2.128231705849268,0.22314355131420976,0.30748469974796055,1.1151415906193203,0.04879016416943205,3.4657359027997265,4.61512051684126,0.6891391591624065,1.4327007339340463,0.36464311358790924,2.468099531471619,medium,1,0
33,6.2,0.12,0.34,1.5,0.045,43.0,117.0,0.9939,3.42,0.51,9.0,6,white,1.9740810260220096,0.11332868530700327,0.29266961396282004,0.9162907318741551,0.04401688541677426,3.784189633918261,4.770684624465665,0.6900925198307166,1.4861396960896067,0.412109650826833,2.302585092994046,medium,1,0
34,5.8,0.27,0.2,14.95,0.044,22.0,179.0,0.9962,3.37,0.37,10.2,5,white,1.916922612182061,0.23901690047049992,0.1823215567939546,2.7694588292308535,0.04305948946044701,3.1354942159291497,5.19295685089021,0.691245373270349,1.4747630091074988,0.3148107398400336,2.4159137783010487,medium,1,0
35,7.3,0.28,0.43,1.7,0.08,21.0,123.0,0.9905,3.19,0.42,12.8,5,white,2.1162555148025524,0.2468600779315258,0.3576744442718159,0.9932517730102834,0.0769610411361284,3.091042453358316,4.820281565605037,0.6883858634582348,1.4327007339340463,0.35065687161316933,2.624668592163159,medium,1,0
36,6.5,0.39,0.23,5.4,0.051,25.0,149.0,0.9934,3.24,0.35,10.0,5,white,2.0149030205422647,0.32930374714260047,0.20701416938432612,1.8562979903656263,0.04974209189481401,3.258096538021482,5.0106352940962555,0.6898417235512188,1.4445632692438664,0.30010459245033816,2.3978952727983707,medium,1,0
37,7.0,0.33,0.32,1.2,0.053,38.0,138.0,0.9906,3.13,0.28,11.2,6,white,2.0794415416798357,0.28517894223366247,0.27763173659827955,0.7884573603642703,0.051643233151838386,3.6635616461296463,4.9344739331306915,0.6884361008298262,1.4182774069729414,0.2468600779315258,2.501435951739211,medium,1,0
38,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,2.1162555148025524,0.2151113796169455,0.32930374714260047,2.9418039315284354,0.055434706888100524,3.828641396489095,5.0106352940962555,0.6930971793099037,1.43746264769429,0.30748469974796055,2.2617630984737906,medium,1,0
39,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,5,white,2.1162555148025524,0.2151113796169455,0.32930374714260047,2.9418039315284354,0.055434706888100524,3.828641396489095,5.0106352940962555,0.6930971793099037,1.43746264769429,0.30748469974796055,2.2617630984737906,medium,1,0
40,6.7,0.23,0.39,2.5,0.172,63.0,158.0,0.9937,3.11,0.36,9.4,6,white,2.0412203288596382,0.20701416938432612,0.32930374714260047,1.252762968495368,0.1587116911548208,4.1588830833596715,5.0689042022202315,0.6899922088666441,1.413423028508143,0.30748469974796055,2.341805806147327,medium,1,0
41,6.7,0.24,0.39,2.9,0.173,63.0,157.0,0.9937,3.1,0.34,9.4,6,white,2.0412203288596382,0.2151113796169455,0.32930374714260047,1.3609765531356006,0.15956456967133845,4.1588830833596715,5.062595033026967,0.6899922088666441,1.410986973710262,0.29266961396282004,2.341805806147327,medium,1,0
42,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,2.0794415416798357,0.2700271372130602,0.23111172096338664,2.128231705849268,0.06672363204290813,3.367295829986474,5.081404364984463,0.6908445314972698,1.4182774069729414,0.37843643572024505,2.379546134130174,medium,1,0
43,6.6,0.24,0.27,1.4,0.057,33.0,152.0,0.9934,3.22,0.56,9.5,6,white,2.028148247292285,0.2151113796169455,0.23901690047049992,0.8754687373538999,0.055434706888100524,3.5263605246161616,5.030437921392435,0.6898417235512188,1.4398351280479207,0.44468582126144574,2.3513752571634776,medium,1,0
44,6.7,0.23,0.26,1.4,0.06,33.0,154.0,0.9934,3.24,0.56,9.5,6,white,2.0412203288596382,0.20701416938432612,0.23111172096338664,0.8754687373538999,0.058268908123975824,3.5263605246161616,5.043425116919247,0.6898417235512188,1.4445632692438664,0.44468582126144574,2.3513752571634776,medium,1,0
45,7.4,0.18,0.31,1.4,0.058,38.0,167.0,0.9931,3.16,0.53,10.0,7,white,2.128231705849268,0.16551443847757333,0.2700271372130602,0.8754687373538999,0.05638033343610769,3.6635616461296463,5.123963979403259,0.689691215586555,1.425515074273172,0.4252677354043441,2.3978952727983707,high,2,0
46,6.2,0.45,0.26,4.4,0.063,63.0,206.0,0.994,3.27,0.52,9.8,4,white,1.9740810260220096,0.371563556432483,0.23111172096338664,1.6863989535702288,0.06109509935981083,4.1588830833596715,5.332718793265369,0.6901426715396466,1.451613827240533,0.41871033485818504,2.379546134130174,low,0,0
47,6.2,0.46,0.25,4.4,0.066,62.0,207.0,0.9939,3.25,0.52,9.8,5,white,1.9740810260220096,0.37843643572024505,0.22314355131420976,1.6863989535702288,0.06391332574365285,4.143134726391533,5.337538079701318,0.6900925198307166,1.4469189829363254,0.41871033485818504,2.379546134130174,medium,1,0
48,7.0,0.31,0.26,7.4,0.069,28.0,160.0,0.9954,3.13,0.46,9.8,6,white,2.0794415416798357,0.2700271372130602,0.23111172096338664,2.128231705849268,0.06672363204290813,3.367295829986474,5.081404364984463,0.6908445314972698,1.4182774069729414,0.37843643572024505,2.379546134130174,medium,1,0
49,6.9,0.19,0.35,5.0,0.067,32.0,150.0,0.995,3.36,0.48,9.8,5,white,2.066862759472976,0.17395330712343798,0.30010459245033816,1.791759469228055,0.06485097231961627,3.4965075614664802,5.017279836814924,0.6906440503418269,1.4724720573609429,0.3920420877760237,2.379546134130174,medium,1,0
50,7.2,0.19,0.31,1.6,0.062,31.0,173.0,0.9917,3.35,0.44,11.7,6,white,2.1041341542702074,0.17395330712343798,0.2700271372130602,0.9555114450274363,0.060153922819747144,3.4657359027997265,5.159055299214529,0.6889885454110863,1.4701758451005926,0.36464311358790924,2.5416019934645457,medium,1,0
51,6.6,0.25,0.29,1.1,0.068,39.0,124.0,0.9914,3.34,0.58,11.0,7,white,2.028148247292285,0.22314355131420976,0.25464221837358075,0.7419373447293773,0.06578774053800315,3.6888794541139363,4.8283137373023015,0.6888379089718469,1.4678743481123135,0.4574248470388755,2.4849066497880004,high,2,0
52,6.2,0.16,0.33,1.1,0.057,21.0,82.0,0.991,3.32,0.46,10.9,7,white,1.9740810260220096,0.14842000511827322,0.28517894223366247,0.7419373447293773,0.055434706888100524,3.091042453358316,4.418840607796598,0.6886370250820593,1.463255402256019,0.37843643572024505,2.4765384001174837,high,2,0
53,6.4,0.18,0.35,1.0,0.045,39.0,108.0,0.9911,3.31,0.35,10.9,6,white,2.0014800002101243,0.16551443847757333,0.30010459245033816,0.6931471805599453,0.04401688541677426,3.6888794541139363,4.6913478822291435,0.6886872498378519,1.4609379041156565,0.30010459245033816,2.4765384001174837,medium,1,0
54,6.8,0.2,0.59,0.9,0.147,38.0,132.0,0.993,3.05,0.38,9.1,6,white,2.0541237336955462,0.1823215567939546,0.46373401623214006,0.6418538861723947,0.13714983814723367,3.6635616461296463,4.890349128221754,0.6896410412306576,1.3987168811184478,0.3220834991691132,2.312535423847214,medium,1,0
55,6.9,0.25,0.35,1.3,0.039,29.0,191.0,0.9908,3.13,0.52,11.0,6,white,2.066862759472976,0.22314355131420976,0.30010459245033816,0.8329091229351039,0.03825871211709027,3.4011973816621555,5.2574953720277815,0.6885365680022622,1.4182774069729414,0.41871033485818504,2.4849066497880004,medium,1,0
56,7.2,0.21,0.34,11.9,0.043,37.0,213.0,0.9962,3.09,0.5,9.6,6,white,2.1041341542702074,0.1906203596086497,0.29266961396282004,2.5572273113676265,0.042101176018635326,3.6375861597263857,5.365976015021851,0.691245373270349,1.4085449700547104,0.4054651081081644,2.3608540011180215,medium,1,0
57,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,1.9459101490553132,0.17395330712343798,0.23111172096338664,2.5952547069568657,0.04688358589885046,3.9318256327243257,4.997212273764115,0.691746199644317,1.4586150226995167,0.30748469974796055,2.2925347571405443,medium,1,0
58,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,2.028148247292285,0.3220834991691132,0.13976194237515863,1.7227665977411035,0.04305948946044701,3.258096538021482,4.3694478524670215,0.689691215586555,1.413423028508143,0.3220834991691132,2.4159137783010487,medium,1,0
59,7.4,0.2,0.36,1.2,0.038,44.0,111.0,0.9926,3.36,0.34,9.9,6,white,2.128231705849268,0.1823215567939546,0.30748469974796055,0.7884573603642703,0.03729578474369693,3.8066624897703196,4.718498871295094,0.6894403186286188,1.4724720573609429,0.29266961396282004,2.388762789235098,medium,1,0
60,6.8,0.22,0.24,4.9,0.092,30.0,123.0,0.9951,3.03,0.46,8.6,6,white,2.0541237336955462,0.19885085874516517,0.2151113796169455,1.7749523509116738,0.08801087732271337,3.4339872044851463,4.820281565605037,0.6906941743988784,1.3937663759585914,0.37843643572024505,2.2617630984737906,medium,1,0
61,6.0,0.19,0.26,12.4,0.048,50.0,147.0,0.9972,3.3,0.36,8.9,6,white,1.9459101490553132,0.17395330712343798,0.23111172096338664,2.5952547069568657,0.04688358589885046,3.9318256327243257,4.997212273764115,0.691746199644317,1.4586150226995167,0.30748469974796055,2.2925347571405443,medium,1,0
62,7.0,0.47,0.07,1.1,0.035,17.0,151.0,0.991,3.02,0.34,10.5,5,white,2.0794415416798357,0.3852624007906449,0.06765864847381486,0.7419373447293773,0.03440142671733232,2.8903717578961645,5.0238805208462765,0.6886370250820593,1.3912819026309295,0.29266961396282004,2.4423470353692043,medium,1,0
63,6.6,0.38,0.15,4.6,0.044,25.0,78.0,0.9931,3.11,0.38,10.2,6,white,2.028148247292285,0.3220834991691132,0.13976194237515863,1.7227665977411035,0.04305948946044701,3.258096538021482,4.3694478524670215,0.689691215586555,1.413423028508143,0.3220834991691132,2.4159137783010487,medium,1,0
64,7.2,0.24,0.27,1.4,0.038,31.0,122.0,0.9927,3.15,0.46,10.3,6,white,2.1041341542702074,0.2151113796169455,0.23901690047049992,0.8754687373538999,0.03729578474369693,3.4657359027997265,4.812184355372417,0.6894905030564015,1.423108334242607,0.37843643572024505,2.424802725718295,medium,1,0
65,6.2,0.35,0.03,1.2,0.064,29.0,120.0,0.9934,3.22,0.54,9.1,5,white,1.9740810260220096,0.30010459245033816,0.02955880224154443,0.7884573603642703,0.0620353909194527,3.4011973816621555,4.795790545596741,0.6898417235512188,1.4398351280479207,0.43178241642553783,2.312535423847214,medium,1,0
66,6.4,0.26,0.24,6.4,0.04,27.0,124.0,0.9903,3.22,0.49,12.6,7,white,2.0014800002101243,0.23111172096338664,0.2151113796169455,2.0014800002101243,0.03922071315328133,3.332204510175204,4.8283137373023015,0.6882853811430377,1.4398351280479207,0.3987761199573678,2.6100697927420065,high,2,0
67,6.7,0.25,0.13,1.2,0.041,81.0,174.0,0.992,3.14,0.42,9.8,5,white,2.0412203288596382,0.22314355131420976,0.12221763272424911,0.7884573603642703,0.04018178963283176,4.406719247264253,5.1647859739235145,0.6891391591624065,1.420695787837223,0.35065687161316933,2.379546134130174,medium,1,0
68,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,2.0412203288596382,0.20701416938432612,0.2700271372130602,1.1314021114911006,0.044973365642731196,3.4339872044851463,4.574710978503383,0.6894403186286188,1.4655675420143985,0.4946962418361071,2.4595888418037104,high,2,0
69,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,2.128231705849268,0.2151113796169455,0.25464221837358075,2.4069451083182885,0.04879016416943205,3.091042453358316,4.663439094112067,0.691245373270349,1.4182774069729414,0.30010459245033816,2.3513752571634776,medium,1,0
70,6.2,0.27,0.43,7.8,0.056,48.0,244.0,0.9956,3.1,0.51,9.0,6,white,1.9740810260220096,0.23901690047049992,0.3576744442718159,2.174751721484161,0.054488185284069776,3.8918202981106265,5.501258210544727,0.6909447570047452,1.410986973710262,0.412109650826833,2.302585092994046,medium,1,0
71,6.8,0.3,0.23,4.6,0.061,50.5,238.5,0.9958,3.32,0.6,9.5,5,white,2.0541237336955462,0.26236426446749106,0.20701416938432612,1.7227665977411035,0.05921185963184603,3.9415818076696905,5.4785534168509695,0.6910449724680751,1.463255402256019,0.47000362924573563,2.3513752571634776,medium,1,0
72,6.0,0.27,0.28,4.8,0.063,31.0,201.0,0.9964,3.69,0.71,10.0,5,white,1.9459101490553132,0.23901690047049992,0.2468600779315258,1.7578579175523736,0.06109509935981083,3.4657359027997265,5.308267697401205,0.6913455586133171,1.5454325824581878,0.5364933705145685,2.3978952727983707,medium,1,0
73,8.6,0.23,0.46,1.0,0.054,9.0,72.0,0.9941,2.95,0.49,9.1,6,white,2.2617630984737906,0.20701416938432612,0.37843643572024505,0.6931471805599453,0.05259245011917063,2.302585092994046,4.290459441148391,0.6901928207335088,1.3737155789130306,0.3987761199573678,2.312535423847214,medium,1,0
74,6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,8,white,2.0412203288596382,0.20701416938432612,0.2700271372130602,1.1314021114911006,0.044973365642731196,3.4339872044851463,4.574710978503383,0.6894403186286188,1.4655675420143985,0.4946962418361071,2.4595888418037104,high,2,0
75,7.4,0.24,0.29,10.1,0.05,21.0,105.0,0.9962,3.13,0.35,9.5,5,white,2.128231705849268,0.2151113796169455,0.25464221837358075,2.4069451083182885,0.04879016416943205,3.091042453358316,4.663439094112067,0.691245373270349,1.4182774069729414,0.30010459245033816,2.3513752571634776,medium,1,0
76,7.1,0.18,0.36,1.4,0.043,31.0,87.0,0.9898,3.26,0.37,12.7,7,white,2.0918640616783932,0.16551443847757333,0.30748469974796055,0.8754687373538999,0.042101176018635326,3.4657359027997265,4.477336814478207,0.6880341311731223,1.449269160281279,0.3148107398400336,2.617395832834079,high,2,0
77,7.0,0.32,0.34,1.3,0.042,20.0,69.0,0.9912,3.31,0.65,12.0,7,white,2.0794415416798357,0.27763173659827955,0.29266961396282004,0.8329091229351039,0.04114194333117521,3.044522437723423,4.248495242049359,0.6887374720712452,1.4609379041156565,0.5007752879124892,2.5649493574615367,high,2,0
78,7.4,0.18,0.3,8.8,0.064,26.0,103.0,0.9961,2.94,0.56,9.3,5,white,2.128231705849268,0.16551443847757333,0.26236426446749106,2.2823823856765264,0.0620353909194527,3.295836866004329,4.6443908991413725,0.6911952768347,1.3711807233098425,0.44468582126144574,2.33214389523559,medium,1,0
79,6.7,0.54,0.28,5.4,0.06,21.0,105.0,0.9949,3.27,0.37,9.0,5,white,2.0412203288596382,0.43178241642553783,0.2468600779315258,1.8562979903656263,0.058268908123975824,3.091042453358316,4.663439094112067,0.6905939237722281,1.451613827240533,0.3148107398400336,2.302585092994046,medium,1,0
80,6.8,0.22,0.31,1.4,0.053,34.0,114.0,0.9929,3.39,0.77,10.6,6,white,2.0541237336955462,0.19885085874516517,0.2700271372130602,0.8754687373538999,0.051643233151838386,3.5553480614894135,4.74493212836325,0.6895908643571682,1.4793292270870801,0.5709795465857378,2.451005098112319,medium,1,0
81,7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,6,white,2.0918640616783932,0.1823215567939546,0.29266961396282004,2.833213344056216,0.04879016416943205,3.9512437185814275,5.117993812416755,0.6923968991692412,1.43746264769429,0.47000362924573563,2.322387720290225,medium,1,0
82,7.1,0.34,0.2,6.1,0.063,47.0,164.0,0.9946,3.17,0.42,10.0,5,white,2.0918640616783932,0.29266961396282004,0.1823215567939546,1.9600947840472698,0.06109509935981083,3.871201010907891,5.10594547390058,0.6904435289856306,1.4279160358107101,0.35065687161316933,2.3978952727983707,medium,1,0
83,7.3,0.22,0.3,8.2,0.047,42.0,207.0,0.9966,3.33,0.46,9.5,6,white,2.1162555148025524,0.19885085874516517,0.26236426446749106,2.2192034840549946,0.045928931888399735,3.7612001156935624,5.337538079701318,0.6914457339201877,1.4655675420143985,0.37843643572024505,2.3513752571634776,medium,1,0
84,7.1,0.43,0.61,11.8,0.045,54.0,155.0,0.9974,3.11,0.45,8.7,5,white,2.0918640616783932,0.3576744442718159,0.47623417899637155,2.5494451709255714,0.04401688541677426,4.007333185232471,5.049856007249537,0.6918463348268972,1.413423028508143,0.371563556432483,2.272125885509337,medium,1,0
85,7.1,0.44,0.62,11.8,0.044,52.0,152.0,0.9975,3.12,0.46,8.7,6,white,2.0918640616783932,0.36464311358790924,0.4824261492442928,2.5494451709255714,0.04305948946044701,3.970291913552122,5.030437921392435,0.6918963986582927,1.415853163361435,0.37843643572024505,2.272125885509337,medium,1,0
86,7.2,0.39,0.63,11.0,0.044,55.0,156.0,0.9974,3.09,0.44,8.7,6,white,2.1041341542702074,0.32930374714260047,0.4885800148186709,2.4849066497880004,0.04305948946044701,4.02535169073515,5.056245805348308,0.6918463348268972,1.4085449700547104,0.36464311358790924,2.272125885509337,medium,1,0
87,6.8,0.25,0.31,13.3,0.05,69.0,202.0,0.9972,3.22,0.48,9.7,6,white,2.0541237336955462,0.22314355131420976,0.2700271372130602,2.6602595372658615,0.04879016416943205,4.248495242049359,5.313205979041787,0.691746199644317,1.4398351280479207,0.3920420877760237,2.3702437414678603,medium,1,0
